Student_ID,Student_Full_Name,Gender,State,Category,Student_Marks_Percentage,Entrance_Exam,Entrance_Exam_Score,Course_Preference,College_Name,Branch,Historical_College_Cutoff_Marks,Previous_Year_Admission_Rank,Probability_of_Admission,College_Classification
2614,4195,0,3,1,55.94,3,181,8,1255,8,93.9,47556,0.16,0
2615,1589,1,5,2,93.53,4,462,5,462,5,72.33,169139,0.97,2
2616,462,1,0,1,70.86,1,129,9,2381,9,87.93,137359,0.25,0
2617,1808,0,9,0,97.03,0,290,3,402,3,71.46,81639,0.87,2
2618,984,1,4,1,91.61,0,91,6,991,6,70.27,19087,0.92,2
2619,4530,0,0,1,65.2,4,675,4,1041,4,90.61,5588,0.27,0
2620,1348,1,8,0,65.05,5,175,7,2359,7,86.88,75564,0.45,0
2621,2458,0,13,0,82.03,3,101,0,2022,0,96.66,120499,0.37,0
2622,4685,0,11,1,58.75,1,99,4,2307,4,87.82,14651,0.37,0
2623,3837,1,8,0,91.78,4,207,9,2340,9,63.16,45995,0.96,2
2624,4506,0,7,0,97.05,1,60,9,2241,9,71.98,115362,0.85,2
2625,134,0,12,2,56.02,0,133,4,1968,4,81.4,128092,0.37,0
2626,1550,1,12,0,63.29,1,293,2,1207,2,72.47,18762,0.21,0
2627,4859,0,14,1,62.72,5,123,6,2449,6,97.43,40930,0.23,0
2628,1426,0,9,0,88.07,4,494,3,2094,3,89.8,116325,0.46,0
2629,4476,1,11,2,57.01,2,128,2,899,2,66.37,118574,0.4,0
2630,1804,0,3,0,97.93,2,156,5,786,5,83.85,13976,0.9,2
2631,1816,1,8,3,62.94,4,222,5,1495,5,95.8,147098,0.15,0
2632,3735,0,9,0,82.98,3,181,4,338,4,79.96,3788,0.69,1
2633,3345,0,5,2,77.5,4,188,3,2074,3,63.87,26461,0.88,2
2634,3269,1,2,1,60.27,0,67,8,66,8,64.55,153275,0.48,0
2635,1563,0,3,0,78.43,4,487,4,1793,4,91.31,161244,0.47,0
2636,4501,0,8,0,70.6,5,139,2,236,2,74.51,162486,0.41,0
2637,4618,1,0,2,74.69,5,50,8,2196,8,63.02,50804,0.85,2
2638,3861,1,2,1,90.03,1,144,9,2082,9,79.34,132383,0.91,2
2639,1669,1,5,0,97.38,1,178,4,1924,4,81.69,54627,0.89,2
2640,4620,0,2,0,94.3,1,95,1,2477,1,87.96,132147,0.71,1
2641,1288,1,13,0,98.31,1,258,2,795,2,62.11,147829,0.97,2
2642,2668,0,13,0,65.69,1,88,2,2052,2,66.84,62615,0.2,0
2643,2673,1,10,3,88.25,5,83,7,2063,7,72.52,174283,0.87,2
2644,1086,1,6,1,61.05,2,104,7,105,7,84.82,141715,0.24,0
2645,1134,0,6,0,70.3,4,656,4,999,4,77.9,84544,0.16,0
2646,2943,1,0,2,57.66,0,134,7,2053,7,98.72,44504,0.34,0
2647,833,1,2,1,90.01,4,197,3,1884,3,97.48,48662,0.4,0
2648,919,0,2,2,93.81,5,153,6,378,6,84.54,18149,0.96,2
2649,872,0,11,0,70.92,0,94,8,174,8,74.54,46168,0.16,0
2650,4482,0,2,1,69.59,1,260,4,115,4,90.6,58242,0.35,0
2651,1645,1,7,0,98.83,5,155,4,1397,4,92.13,7565,0.57,1
2652,4527,0,0,1,76.17,4,187,9,861,9,61.02,23271,0.93,2
2653,4872,0,14,0,85.83,1,296,4,2091,4,86.07,95028,0.21,0
2654,2606,1,12,0,79.11,4,628,1,1200,1,79.43,172420,0.43,0
2655,3761,0,6,0,76.94,2,80,6,1658,6,65.63,27244,0.9,2
2656,566,0,0,1,82.04,1,135,4,1992,4,60.06,54522,0.86,2
2657,2234,0,8,1,74.25,5,110,9,2087,9,61.29,157964,0.92,2
2658,4021,1,9,2,62.75,2,91,9,33,9,86.2,52490,0.36,0
2659,176,0,7,2,59.87,3,79,2,788,2,62.43,21260,0.39,0
2660,4337,1,2,0,72.84,1,225,8,2372,8,76.99,3882,0.42,0
2661,4659,0,6,1,80.19,2,190,1,1698,1,96.96,111691,0.28,0
2662,233,1,4,1,62.68,0,169,1,693,1,81.15,103096,0.44,0
2663,3128,1,13,0,81.67,1,155,3,1816,3,60.11,90671,0.83,2
2664,1865,1,7,0,88.41,4,183,4,1344,4,60.88,60197,0.93,2
2665,3224,1,2,0,62.62,5,153,6,2393,6,68.57,109034,0.15,0
2666,841,0,7,1,93.69,3,140,9,114,9,76.02,110854,0.93,2
2667,1319,1,9,0,87.22,4,471,7,440,7,65.71,142687,0.94,2
2668,851,1,1,0,95.2,4,541,4,1204,4,73.48,59298,0.9,2
2669,3667,0,2,2,73.41,4,286,2,161,2,62.74,44155,0.97,2
2670,2996,1,4,0,69.22,1,289,4,2089,4,90.72,64207,0.45,0
2671,2034,1,8,1,78.75,4,712,6,1974,6,62.66,123269,0.96,2
2672,62,1,10,1,72.46,2,114,2,2124,2,98.26,63354,0.47,0
2673,3127,0,14,2,75.28,4,551,1,826,1,84.57,172809,0.47,0
2674,4110,1,14,0,95.28,4,462,2,723,2,75.17,114171,0.82,2
2675,1067,0,9,1,55.57,3,105,6,821,6,86.86,133438,0.22,0
2676,3859,1,6,0,83.09,3,104,3,1943,3,89.89,170404,0.38,0
2677,3143,0,2,0,83.46,4,350,9,1514,9,82.7,107963,0.64,1
2678,2085,0,10,0,92.42,4,200,1,72,1,77.01,13512,0.91,2
2679,3179,1,6,0,90.6,4,579,6,2125,6,64.43,134031,0.82,2
2680,4142,1,3,0,63.21,1,288,3,1976,3,66.37,112972,0.39,0
2681,870,0,10,1,59.62,2,141,4,1316,4,72.0,131446,0.5,0
2682,366,0,5,0,81.57,1,224,1,649,1,61.66,74572,0.93,2
2683,2178,0,7,0,72.91,3,58,5,2254,5,91.54,130770,0.44,0
2684,1041,1,9,1,71.17,5,155,0,1633,0,64.8,110928,0.7,1
2685,2507,0,5,0,56.92,1,155,1,2404,1,74.94,151060,0.23,0
2686,2523,0,11,0,90.74,1,78,8,1064,8,87.84,15501,0.69,1
2687,2331,1,8,1,67.65,3,188,3,2038,3,92.11,59645,0.25,0
2688,2659,1,0,1,59.39,2,86,3,1317,3,93.46,108356,0.25,0
2689,618,1,12,1,59.44,5,90,5,2055,5,82.25,56182,0.44,0
2690,234,0,12,0,99.7,3,170,6,1978,6,77.07,69693,0.97,2
2691,4816,0,12,1,73.17,2,160,6,1019,6,95.38,11846,0.32,0
2692,498,1,5,0,89.03,1,201,1,1722,1,89.28,41286,0.46,0
2693,3171,1,13,1,63.92,4,619,4,1224,4,88.56,163974,0.49,0
2694,3126,0,8,2,73.83,0,178,5,1771,5,81.03,99805,0.28,0
2695,94,0,0,0,64.62,1,90,7,2197,7,60.12,34787,0.77,1
2696,4191,1,7,1,69.72,2,136,4,1328,4,97.22,15574,0.25,0
2697,554,0,9,0,82.75,4,540,5,2068,5,88.21,12243,0.31,0
2698,1947,1,0,2,60.88,2,93,4,1039,4,91.61,162682,0.32,0
2699,1553,1,0,1,86.67,4,187,2,1206,2,87.26,119137,0.23,0
2700,1178,0,5,2,62.32,2,86,9,566,9,60.93,78835,0.75,1
2701,3784,1,7,0,79.7,0,179,7,2254,7,97.48,126785,0.41,0
2702,1001,0,7,0,79.0,0,166,9,1546,9,77.52,159335,0.71,1
2703,1460,0,13,2,92.34,4,193,9,321,9,61.75,69111,0.92,2
2704,1359,0,1,0,57.76,4,517,4,1465,4,75.58,154256,0.4,0
2705,4794,1,6,2,76.63,3,131,3,926,3,90.72,155643,0.31,0
2706,2930,0,6,1,66.36,5,108,7,2093,7,87.99,69964,0.18,0
2707,4831,0,5,0,98.47,5,113,9,1433,9,76.48,83026,0.94,2
2708,3247,1,6,0,79.78,2,121,7,639,7,74.01,149613,0.73,1
2709,4697,1,6,0,91.59,0,238,5,533,5,60.03,31830,0.94,2
2710,1699,1,12,1,83.58,2,118,0,1811,0,74.24,174051,0.92,2
2711,3237,0,5,1,72.22,5,62,6,858,6,96.1,103084,0.17,0
2712,3445,0,3,1,88.77,1,228,1,2016,1,94.3,24607,0.4,0
2713,963,1,5,0,68.89,5,79,9,411,9,91.78,5736,0.42,0
2714,710,1,4,0,73.12,0,295,7,814,7,93.48,98725,0.47,0
2715,2439,0,11,0,63.56,5,158,6,424,6,88.31,136877,0.16,0
2716,3503,0,6,1,68.1,2,138,4,1256,4,69.23,140120,0.45,0
2717,3921,1,12,0,78.66,4,490,8,44,8,96.51,1166,0.23,0
2718,1275,0,2,0,74.64,2,107,8,450,8,60.71,71643,0.87,2
2719,4230,0,10,0,92.97,1,152,2,73,2,71.32,128808,0.87,2
2720,727,0,0,2,93.56,3,148,3,1778,3,77.16,70918,0.92,2
2721,1794,0,6,1,70.54,5,125,5,1158,5,87.0,4283,0.28,0
2722,3897,1,13,0,78.96,1,142,3,2110,3,64.15,31800,0.85,2
2723,30,0,6,0,72.84,3,118,2,1356,2,96.79,113653,0.36,0
2724,608,0,2,1,75.27,2,108,3,2134,3,94.02,123029,0.38,0
2725,3886,0,3,1,72.75,3,112,1,71,1,79.44,114166,0.3,0
2726,3457,1,7,0,91.97,3,58,4,406,4,68.89,166592,0.85,2
2727,263,1,0,2,60.17,4,384,4,1242,4,87.05,32377,0.42,0
2728,2126,1,6,0,62.84,5,57,3,1475,3,61.17,91985,0.56,1
2729,2117,1,13,2,77.82,0,186,6,872,6,97.21,118959,0.41,0
2730,3204,0,2,1,83.54,5,116,5,143,5,72.8,89425,0.85,2
2731,3156,0,5,0,72.9,5,57,4,2095,4,88.46,113050,0.44,0
2732,1652,1,3,0,55.21,0,218,8,1110,8,87.1,125133,0.16,0
2733,1972,1,2,1,61.97,2,65,9,2243,9,60.12,133352,0.78,1
2734,64,0,3,0,73.47,5,169,2,2374,2,98.48,14394,0.19,0
2735,1225,1,14,1,60.36,3,92,5,453,5,84.79,143553,0.33,0
2736,3621,1,9,0,72.72,0,93,9,1532,9,97.61,143383,0.3,0
2737,1025,1,5,0,65.88,2,72,4,2015,4,81.79,103663,0.23,0
2738,4648,1,7,0,72.39,1,269,8,140,8,84.57,150911,0.39,0
2739,107,1,6,0,69.93,4,573,0,371,0,93.42,38146,0.49,0
2740,4745,0,11,2,75.81,4,192,5,273,5,98.39,31568,0.24,0
2741,3490,1,13,0,56.1,5,82,9,101,9,75.99,57231,0.33,0
2742,2917,0,11,0,65.25,1,233,4,1876,4,97.2,77536,0.15,0
2743,624,0,11,0,91.43,4,251,1,1823,1,65.19,164341,0.83,2
2744,123,0,10,1,76.73,1,205,2,306,2,66.92,6411,0.88,2
2745,2742,1,12,0,93.0,3,190,1,732,1,74.81,108955,0.9,2
2746,1841,0,10,1,62.61,4,444,9,2213,9,66.0,128011,0.28,0
2747,743,1,2,0,93.42,5,134,2,1828,2,79.61,8915,0.82,2
2748,3847,0,8,0,94.48,0,183,9,139,9,67.6,134094,0.94,2
2749,4484,0,4,2,84.57,2,73,5,822,5,72.03,135803,0.95,2
2750,2080,0,6,2,65.57,3,88,6,1908,6,89.53,51707,0.24,0
2751,2543,1,2,0,82.73,4,643,5,1593,5,78.17,164873,0.8,1
2752,3488,1,1,0,87.01,2,155,6,758,6,79.69,79757,0.72,1
2753,3258,1,5,0,96.51,0,283,2,2361,2,63.14,106138,0.97,2
2754,387,1,12,3,97.58,3,95,4,127,4,88.6,178264,0.89,2
2755,4568,0,10,0,64.37,4,453,5,890,5,64.28,92688,0.75,1
2756,3278,0,1,1,70.67,4,562,8,681,8,66.64,59188,0.74,1
2757,2469,0,9,2,78.24,1,187,5,1686,5,63.44,14780,0.92,2
2758,3285,0,0,1,62.1,5,197,7,2238,7,88.52,63285,0.5,0
2759,4767,0,13,2,86.04,0,189,7,134,7,74.83,87488,0.93,2
2760,1354,0,12,1,57.61,0,258,9,981,9,62.26,127371,0.42,0
2761,2559,1,14,1,82.99,5,139,3,2409,3,90.5,38767,0.38,0
2762,14,0,12,1,83.97,2,147,3,1523,3,97.71,14281,0.45,0
2763,3910,0,6,0,89.54,5,119,3,1569,3,78.22,55766,0.95,2
2764,145,1,4,0,61.65,2,64,5,1887,5,72.21,21010,0.39,0
2765,4006,1,13,1,73.23,2,104,7,179,7,73.97,43580,0.38,0
2766,4132,1,9,1,77.12,0,182,4,2101,4,81.2,100288,0.29,0
2767,4433,0,4,2,82.96,2,135,3,683,3,81.08,76789,0.77,1
2768,738,1,13,0,68.94,5,109,1,1000,1,88.11,76676,0.22,0
2769,521,0,1,0,73.59,5,148,5,2148,5,87.43,40013,0.19,0
2770,4826,1,14,1,61.41,1,125,6,1554,6,60.88,151882,0.77,1
2771,3720,1,12,0,81.34,3,58,3,287,3,95.21,141848,0.34,0
2772,3496,1,10,0,99.01,3,118,3,569,3,93.43,170259,0.72,1
2773,2099,0,1,1,96.27,4,262,3,809,3,67.69,117526,0.82,2
2774,927,1,1,3,63.97,2,134,6,1595,6,64.83,7305,0.48,0
2775,4715,1,13,2,60.7,3,65,5,851,5,74.83,80888,0.16,0
2776,4175,0,9,0,60.46,3,173,8,419,8,93.2,83170,0.41,0
2777,4844,1,0,1,77.51,4,305,7,1740,7,74.96,175094,0.73,1
2778,1173,1,4,2,63.73,3,60,4,620,4,84.89,46636,0.4,0
2779,785,0,0,0,65.81,3,192,0,1293,0,80.43,15225,0.39,0
2780,1746,1,6,1,94.75,2,132,6,2269,6,69.26,97831,0.92,2
2781,2154,1,9,1,93.48,3,199,0,727,0,70.69,144225,0.92,2
2782,4053,0,8,2,70.99,2,77,8,2410,8,92.46,53378,0.28,0
2783,3205,0,9,1,63.59,5,142,8,1105,8,65.8,110618,0.48,0
2784,4430,0,1,0,81.73,1,247,6,2075,6,85.87,4765,0.4,0
2785,2912,1,4,0,57.36,4,650,0,354,0,79.17,110668,0.33,0
2786,3270,1,4,1,91.52,0,130,1,445,1,82.51,174437,0.91,2
2787,1594,0,14,3,71.86,2,116,0,506,0,70.03,176829,0.6,1
2788,2962,1,0,0,71.1,4,542,6,576,6,87.96,136310,0.32,0
2789,3757,1,5,0,56.8,5,72,7,1125,7,97.94,171839,0.35,0
2790,3142,0,8,0,58.84,3,188,8,1855,8,94.92,62532,0.44,0
2791,3903,1,11,1,89.14,5,141,7,2329,7,93.23,63057,0.35,0
2792,4306,0,9,1,86.67,5,132,9,1489,9,79.42,171923,0.58,1
2793,846,0,14,1,90.38,1,211,6,888,6,92.98,46671,0.21,0
2794,3639,0,11,0,89.95,1,294,3,799,3,72.36,97498,0.84,2
2795,1412,1,14,0,81.22,0,111,0,445,0,70.15,24247,0.98,2
2796,3218,0,8,3,91.95,2,50,6,2124,6,91.54,113105,0.65,1
2797,3794,0,3,0,72.13,4,242,5,1134,5,67.77,55795,0.63,1
2798,3602,1,8,1,88.21,1,96,2,307,2,85.82,21681,0.8,1
2799,517,0,12,0,71.7,1,190,0,1612,0,69.31,3697,0.79,1
2800,1113,0,10,1,80.42,1,245,1,1621,1,83.48,82963,0.35,0
2801,1389,0,13,0,98.85,1,249,0,463,0,98.32,171872,0.62,1
2802,4617,0,12,0,98.46,1,243,7,2135,7,66.52,100031,0.91,2
2803,1504,1,0,0,70.91,1,124,1,2408,1,79.08,119135,0.47,0
2804,952,1,3,0,95.16,5,163,1,2205,1,76.93,43378,0.88,2
2805,3601,1,12,2,62.22,5,67,7,1528,7,84.86,138932,0.27,0
2806,4465,1,13,0,99.13,2,53,7,217,7,77.53,178565,0.84,2
2807,3030,1,0,1,78.44,2,109,9,608,9,82.12,112381,0.31,0
2808,2939,0,10,1,87.41,0,261,5,2044,5,81.71,134003,0.61,1
2809,4132,0,7,0,90.34,5,97,7,2344,7,72.72,169871,0.91,2
2810,4350,1,14,3,88.71,1,132,2,95,2,84.94,7186,0.74,1
2811,2796,1,0,1,67.48,1,293,1,1702,1,92.64,140271,0.33,0
2812,4758,1,13,2,76.08,4,588,1,2382,1,94.42,76665,0.46,0
2813,2568,0,11,3,58.45,0,69,5,491,5,96.25,149882,0.19,0
2814,4002,1,14,2,91.93,5,139,4,2036,4,83.0,16294,0.83,2
2815,1838,1,11,0,72.73,1,197,8,12,8,78.26,135340,0.49,0
2816,4308,1,0,0,87.67,2,158,9,180,9,63.7,35495,0.85,2
2817,2589,1,4,0,63.28,2,177,7,2253,7,66.36,91386,0.21,0
2818,564,0,1,1,71.71,1,196,0,1297,0,88.89,116155,0.3,0
2819,3943,0,0,1,97.28,0,269,1,1028,1,63.14,90900,0.86,2
2820,3294,0,6,0,66.03,3,114,7,1860,7,96.26,110808,0.47,0
2821,58,1,10,0,61.24,4,346,2,140,2,80.46,163608,0.44,0
2822,3383,1,3,0,74.12,0,296,8,1132,8,70.0,130725,0.76,1
2823,3775,0,10,0,74.09,1,183,8,1400,8,79.2,165737,0.31,0
2824,4100,1,10,0,83.31,2,86,0,1590,0,93.52,123459,0.42,0
2825,3877,1,1,1,88.39,3,132,8,1122,8,64.58,163896,0.84,2
2826,3387,0,10,3,71.25,2,135,3,526,3,77.64,166546,0.36,0
2827,4361,0,1,1,62.09,3,103,0,2440,0,81.99,57260,0.5,0
2828,2061,0,8,2,73.94,2,51,9,1864,9,82.77,71583,0.25,0
2829,2664,1,4,0,59.55,5,198,6,492,6,97.3,58596,0.19,0
2830,458,0,10,0,86.87,4,521,6,934,6,78.87,101967,0.92,2
2831,2806,1,7,0,86.45,4,349,8,1576,8,76.59,107315,0.94,2
2832,395,0,0,0,89.5,3,133,8,1246,8,97.84,176666,0.16,0
2833,3604,0,14,1,57.0,1,116,2,1122,2,81.27,23784,0.32,0
2834,4556,1,7,1,86.43,5,59,0,2391,0,96.79,27533,0.21,0
2835,473,0,9,0,91.4,4,661,9,794,9,65.86,44633,0.85,2
2836,186,0,1,3,98.46,2,191,9,1411,9,77.92,176343,0.85,2
2837,1701,1,9,1,55.16,1,63,5,2305,5,62.75,29590,0.23,0
2838,21,1,4,0,72.52,0,269,2,1668,2,95.65,26713,0.29,0
2839,1353,0,14,2,90.16,0,68,5,313,5,94.2,23622,0.28,0
2840,3549,1,5,0,98.77,2,168,8,1954,8,79.03,30744,0.92,2
2841,1583,0,5,0,94.3,1,82,1,184,1,78.47,15478,0.89,2
2842,2969,1,13,2,56.37,2,103,4,2070,4,93.67,41074,0.31,0
2843,2770,1,10,0,60.84,1,188,7,2419,7,67.05,79231,0.37,0
2844,959,1,11,1,74.46,3,54,0,751,0,90.8,76594,0.27,0
2845,1430,0,8,1,76.56,5,135,7,1807,7,89.65,31549,0.49,0
2846,1780,0,13,0,82.49,1,223,2,33,2,60.44,39305,0.96,2
2847,4640,0,13,1,69.31,0,151,0,350,0,60.68,20266,0.9,2
2848,1927,1,7,0,67.69,3,121,6,2108,6,93.97,20613,0.27,0
2849,3475,0,9,1,83.6,4,643,7,1430,7,72.1,67964,0.86,2
2850,1448,1,6,2,76.91,3,63,1,1856,1,68.0,56526,0.95,2
2851,1154,1,5,1,95.0,0,298,0,2466,0,83.4,1288,0.94,2
2852,4536,1,8,0,87.43,3,137,8,1882,8,80.1,82505,0.8,1
2853,2410,0,12,1,74.36,5,196,0,26,0,90.13,16014,0.19,0
2854,3932,0,5,0,84.99,3,59,1,1464,1,67.91,106159,0.9,2
2855,1262,0,11,0,69.57,2,184,0,728,0,60.08,138631,0.87,2
2856,1681,1,11,0,89.96,3,61,0,9,0,92.02,61612,0.28,0
2857,2434,0,10,1,62.61,1,279,4,2205,4,97.21,114933,0.34,0
2858,1145,1,11,0,92.87,1,73,8,2360,8,96.14,51594,0.36,0
2859,2017,1,9,0,63.43,1,168,3,1732,3,94.59,166494,0.39,0
2860,3946,1,1,0,78.15,4,296,8,2278,8,61.08,151806,0.94,2
2861,2557,1,1,0,66.26,3,124,6,2172,6,66.18,170093,0.7,1
2862,3612,0,5,0,80.72,1,144,9,1633,9,85.12,113960,0.17,0
2863,3520,1,14,1,65.82,2,193,1,1233,1,73.66,522,0.29,0
2864,3686,0,9,0,77.74,3,75,5,1988,5,66.48,143742,0.96,2
2865,3519,0,8,2,56.48,3,163,1,1769,1,88.73,49784,0.25,0
2866,2791,1,9,0,59.25,2,173,3,1833,3,92.97,153146,0.15,0
2867,2583,1,3,2,88.48,0,243,2,2385,2,92.52,32238,0.31,0
2868,4583,1,13,0,75.31,4,592,7,3,7,62.13,143693,0.89,2
2869,3228,1,7,0,75.99,3,129,4,615,4,73.38,90161,0.74,1
2870,1530,0,8,0,65.32,0,111,3,1821,3,77.33,129344,0.2,0
2871,1388,0,0,1,78.59,0,187,0,1086,0,64.65,4087,0.95,2
2872,3596,1,13,1,94.96,3,153,0,1337,0,66.94,92585,0.95,2
2873,4534,1,13,1,58.41,2,70,7,1707,7,60.42,179176,0.19,0
2874,1567,0,1,1,61.71,3,132,2,2211,2,92.52,127112,0.49,0
2875,2396,0,2,0,62.79,0,245,7,25,7,74.91,19951,0.42,0
2876,2530,1,9,0,69.16,5,188,7,1715,7,85.48,136989,0.35,0
2877,3006,1,12,2,72.96,0,289,3,397,3,97.17,160758,0.44,0
2878,1545,0,2,2,89.73,3,56,3,2447,3,86.24,15518,0.57,1
2879,505,0,8,2,59.34,3,181,4,2181,4,77.49,10598,0.41,0
2880,4058,1,3,1,92.04,3,57,4,123,4,90.96,142251,0.72,1
2881,3923,1,0,1,72.46,1,259,4,280,4,66.15,62242,0.68,1
2882,4185,1,7,3,55.04,1,299,5,636,5,91.26,44798,0.18,0
2883,3523,1,2,1,94.5,0,256,0,2227,0,72.15,111850,0.93,2
2884,4221,1,12,0,80.6,4,203,3,439,3,66.78,26613,0.94,2
2885,3743,1,6,0,99.63,5,131,1,2454,1,77.34,93542,0.97,2
2886,22,1,5,1,92.95,3,172,8,257,8,76.49,168795,0.93,2
2887,374,1,13,2,76.33,1,132,9,2470,9,71.93,167822,0.71,1
2888,3679,1,0,0,62.06,5,82,5,2153,5,63.71,10979,0.29,0
2889,1590,0,3,0,80.51,5,106,1,785,1,94.57,7372,0.22,0
2890,3855,1,5,0,68.91,4,406,1,1932,1,71.87,161103,0.21,0
2891,4072,1,2,0,84.54,0,134,4,2092,4,70.88,37092,0.85,2
2892,261,1,13,1,57.73,3,170,9,530,9,84.95,32330,0.37,0
2893,4101,0,9,0,69.97,1,149,2,512,2,80.41,73058,0.17,0
2894,3625,0,14,0,73.17,4,542,8,2287,8,68.62,106878,0.57,1
2895,2336,1,1,0,67.0,1,286,2,500,2,76.79,111612,0.19,0
2896,104,1,12,1,94.88,2,144,1,1609,1,90.39,3561,0.71,1
2897,1094,1,2,1,76.26,5,81,3,1504,3,79.31,161614,0.28,0
2898,571,0,11,1,76.38,5,151,4,2245,4,80.51,136316,0.35,0
2899,1142,1,1,0,66.45,4,707,3,1085,3,74.52,10816,0.42,0
2900,3209,0,3,2,69.64,0,276,2,644,2,83.81,122615,0.23,0
2901,3259,1,9,0,61.27,5,173,7,1403,7,75.12,129885,0.42,0
2902,2472,1,1,1,83.08,0,274,9,973,9,86.85,62867,0.2,0
2903,1261,1,10,1,88.2,3,144,1,443,1,88.45,108922,0.42,0
2904,2056,1,14,1,74.42,2,193,0,2284,0,77.59,84356,0.35,0
2905,3911,1,3,0,72.72,0,268,1,258,1,86.43,6726,0.42,0
2906,224,0,0,1,71.9,2,199,5,195,5,61.94,39786,0.87,2
2907,3516,1,4,1,91.46,4,296,5,471,5,64.5,171184,0.87,2
2908,458,1,11,0,96.36,0,238,3,1100,3,77.26,60848,0.88,2
2909,3217,1,14,2,73.09,2,52,8,1753,8,74.23,42300,0.43,0
2910,1825,0,14,0,78.86,1,143,0,1837,0,93.74,169416,0.15,0
2911,3927,1,6,1,86.12,5,197,0,1563,0,98.27,69097,0.5,0
2912,1116,0,0,3,62.02,0,219,7,1226,7,81.27,24111,0.44,0
2913,490,0,9,0,72.1,2,182,1,1463,1,67.67,24777,0.57,1
2914,2757,0,0,0,57.67,2,157,3,2016,3,70.07,27783,0.47,0
2915,1629,0,10,0,76.57,0,103,0,1773,0,89.22,96646,0.48,0
2916,2074,0,2,1,74.56,0,210,8,2187,8,91.99,94819,0.23,0
2917,868,1,9,1,79.58,1,281,0,1079,0,84.57,23102,0.47,0
2918,4560,1,0,2,88.06,0,194,6,2388,6,62.67,26082,0.96,2
2919,2805,1,10,2,70.53,2,59,0,1426,0,78.13,153902,0.33,0
2920,1028,1,12,0,76.87,1,298,5,1458,5,67.38,109863,0.88,2
2921,1743,0,5,1,83.08,2,94,0,559,0,83.7,51001,0.46,0
2922,2457,0,10,0,83.39,0,139,3,972,3,69.6,64169,0.87,2
2923,1540,1,8,2,83.36,0,137,2,2398,2,89.2,167945,0.25,0
2924,4475,0,13,0,87.05,0,141,5,1346,5,94.39,116994,0.21,0
2925,3510,0,14,1,97.99,0,96,7,1544,7,74.68,41728,0.97,2
2926,2817,0,5,1,72.77,1,85,3,2174,3,84.17,20051,0.37,0
2927,1493,0,8,0,64.59,5,174,7,496,7,83.57,76367,0.19,0
2928,4220,0,2,1,63.18,3,139,1,421,1,95.97,52457,0.38,0
2929,3729,0,7,0,86.81,2,73,7,259,7,64.7,46589,0.94,2
2930,902,0,6,1,82.91,1,197,3,11,3,64.01,22541,0.84,2
2931,1254,0,6,0,71.36,1,162,9,390,9,83.84,54962,0.25,0
2932,4852,1,10,0,84.75,1,126,2,945,2,80.57,26569,0.57,1
2933,4082,1,0,0,61.98,2,120,7,0,7,67.73,134210,0.46,0
2934,601,0,3,0,67.18,1,269,7,428,7,67.55,46585,0.27,0
2935,2856,1,13,0,82.84,4,428,9,1230,9,75.04,98054,0.56,1
2936,3880,0,11,0,62.42,5,145,9,405,9,84.98,137571,0.4,0
2937,92,1,7,1,98.31,4,247,8,1337,8,80.28,113162,0.89,2
2938,4871,0,1,1,75.48,0,134,5,556,5,85.44,125400,0.29,0
2939,95,1,11,1,73.48,2,160,1,178,1,95.34,1707,0.49,0
2940,4276,1,12,1,79.01,3,122,3,2026,3,81.9,152277,0.45,0
2941,861,0,3,0,60.27,3,156,2,1872,2,96.81,178411,0.21,0
2942,1783,1,11,2,88.56,1,100,8,2069,8,76.51,78958,0.82,2
2943,4807,1,6,0,60.41,5,135,6,2204,6,79.03,36771,0.49,0
2944,3000,0,1,0,73.24,2,57,8,1620,8,77.61,18540,0.16,0
2945,1210,0,14,0,86.34,2,149,4,2416,4,76.7,163387,0.83,2
2946,4008,1,9,1,56.0,0,89,6,1214,6,61.48,89986,0.27,0
2947,685,0,3,0,73.89,4,265,0,1559,0,68.86,85059,0.71,1
2948,1043,0,10,2,98.41,0,155,9,449,9,77.35,11848,0.93,2
2949,651,0,4,2,99.7,5,57,5,1467,5,95.21,114687,0.57,1
2950,3136,1,1,0,68.85,5,70,1,1850,1,83.48,96127,0.34,0
2951,1765,1,0,1,79.77,2,111,5,186,5,62.96,166717,0.94,2
2952,1294,1,6,0,76.2,0,200,3,73,3,89.78,22384,0.16,0
2953,715,0,1,0,86.97,5,194,3,678,3,87.24,163470,0.22,0
2954,100,0,0,2,61.12,4,508,6,1739,6,97.93,66807,0.23,0
2955,1355,0,5,1,94.94,1,191,4,2103,4,82.16,143451,0.89,2
2956,1624,0,13,2,59.11,2,120,7,573,7,77.15,172257,0.18,0
2957,3104,1,2,0,56.52,2,171,3,2461,3,90.04,102075,0.24,0
2958,38,1,0,0,68.37,5,105,9,1886,9,68.61,120491,0.36,0
2959,418,1,12,1,60.5,1,290,4,779,4,77.07,151693,0.4,0
2960,1083,0,10,0,82.24,0,161,4,15,4,73.0,48682,0.9,2
2961,1245,0,6,3,64.7,5,170,8,2399,8,69.06,171282,0.47,0
2962,329,0,13,3,80.48,2,180,8,1982,8,78.06,29409,0.77,1
2963,2722,0,8,0,85.16,2,74,0,1935,0,75.25,116783,0.83,2
2964,3956,0,7,2,89.06,0,129,6,191,6,69.2,77978,0.95,2
2965,4386,0,1,0,57.51,0,71,5,1153,5,89.72,83671,0.27,0
